"","x","Group.1"
"1",0.00622434310508,"1"
"2",0.022513582145096,"2"
"3",0.0304340378251,"3"
"4",0.0208697139851,"4"
"5",0.0151908967051,"5"
"6",0.0122020455051,"6"
"7",0.00951207942509,"7"
"8",0.00981096454509,"8"
"9",0.011155947585098,"9"
"10",0.010558177345098,"10"
"11",0.010259292225092,"11"
"12",0.009362636865088,"12"
"13",0.0147425690251,"13"
"14",0.0302845952651,"14"
"15",0.0263990887051,"15"
"16",0.0259507610251,"16"
"17",0.0253529907851,"17"
"18",0.0253529907851,"18"
"19",0.0263990887051,"19"
"20",0.0263990887051,"20"
"21",0.0172830925451,"21"
"22",0.0125009306251,"22"
"23",0.00981096454509,"23"
"24",0.011604275265098,"24"
"25",0.0102592922251,"25"
"26",0.010109849665096,"26"
"27",0.008764866625086,"27"
"28",0.00936263686509,"28"
"29",0.0125009306251,"29"
"30",0.0355150848651,"30"
"31",0.0326756762251,"31"
"32",0.0307329229451,"32"
"33",0.0252035482251,"33"
"34",0.0263990887051,"34"
"35",0.0240080077451,"35"
"36",0.0133975859851,"36"
"37",0.0214674842251,"37"
"38",0.0319284634251,"38"
"39",0.0310318080651,"39"
"40",0.0262496461451,"40"
"41",0.0259507610251,"41"
"42",0.0277440717451,"42"
"43",0.0175819776651,"43"
"44",0.0129492583051,"44"
"45",0.0295373824651,"45"
"46",0.0325262336651,"46"
"47",0.0256518759051,"47"
"48",0.0265485312651,"48"
"49",0.0326756762251,"49"
"50",0.0265485312651,"50"
"51",0.0262496461451,"51"
"52",0.0226630247051,"52"
"53",0.0127998157451,"53"
"54",0.0238585651851,"54"
"55",0.0295373824651,"55"
"56",0.0281923994251,"56"
"57",0.0169842074251,"57"
"58",0.0208697139851,"58"
"59",0.0304340378251,"59"
"60",0.0298362675851,"60"
"61",0.0277440717451,"61"
"62",0.0183291904651,"62"
"63",0.0332734464651,"63"
"64",0.0365611827851,"64"
"65",0.0456771789451,"65"
"66",0.0528504218251,"66"
"67",0.0594258944651,"67"
"68",0.0601731072651,"68"
"69",0.0658519245451,"69"
"70",0.0694385459851,"70"
"71",0.0728757248651,"71"
"72",0.0751173632651,"72"
"73",0.0751173632651,"73"
"74",0.0760140186251,"74"
"75",0.0754162483851,"75"
"76",0.0770601165451,"76"
"77",0.0806467379851,"77"
"78",0.0773590016651,"78"
"79",0.0668980224651,"79"
"80",0.0570348135051,"80"
"81",0.0474704896651,"81"
"82",0.0416422298251,"82"
"83",0.0380556083851,"83"
"84",0.0328251187851,"84"
"85",0.0286407271051,"85"
"86",0.0243068928651,"86"
"87",0.0222146970251,"87"
"88",0.0216169267851,"88"
"89",0.0219158119051,"89"
"90",0.0184786330251,"90"
"91",0.0183291904651,"91"
"92",0.0166853223051,"92"
"93",0.0147425690251,"93"
"94",0.0130987008651,"94"
"95",0.0316295783051,"95"
"96",0.0261002035851,"96"
"97",0.0178808627851,"97"
"98",0.0148920115851,"98"
"99",0.0156392243851,"99"
"100",0.0190764032651,"100"
"101",0.0195247309451,"101"
"102",0.0153403392651,"102"
"103",0.0147425690251,"103"
"104",0.0142942413451,"104"
"105",0.0145931264651,"105"
"106",0.0160875520651,"106"
"107",0.0148920115851,"107"
"108",0.0145931264651,"108"
"109",0.0150414541451,"109"
"110",0.0195247309451,"110"
"111",0.0147425690251,"111"
"112",0.0162369946251,"112"
"113",0.0189269607051,"113"
"114",0.0271463015051,"114"
